REGION,circle,EMS_ALIAS,CITY,JC_CODE,JC_SAP_ID,CMP_NAME,LSM_NAME,SYS_ALIAS,IP_ADDR_1,ActiveVersion,SITE_TYPE,OUTAGE_12AM_12PM,OUTAGE_12PM_12AM,TOTAL_ENB_DOWN_SEC,CMP_CODE,Availability,Equipment Vendor
North,Haryana,I-HR-ABCS-OSC-0001-SMC001,Abub Shahar(271) Split Vill.,HR-MDDB-JC01-0296,I-HR-MDDB-JCO-0001,Hissar,Ambala,198393,2405:200:110:3800:7:2:603:da06,15.17.00.2631,,2287,4977,7264,INHRHISR01,91.59,Airspan
North,Haryana,I-HR-ABCS-OSC-0001-SMC002,Abub Shahar(271) Split Vill.,HR-MDDB-JC01-0296,I-HR-MDDB-JCO-0001,Hissar,Ambala,198394,2405:200:110:3800:7:2:603:da07,15.17.00.2631,,1240,5457,6697,INHRHISR01,92.25,Airspan
North,Haryana,I-HR-AKER-OSC-0001-SMC001,Aakera (292) (CT),HR-RWRI-JC01-0333,I-HR-RWRI-JCO-0001,Rewari,Ambala,200061,2405:200:134:700:7:2:603:b09,15.17.00.2631,,64,0,64,INHRRWRI01,99.93,Airspan
North,Haryana,I-HR-AKER-OSC-0001-SMC002,Aakera (292) (CT),HR-RWRI-JC01-0333,I-HR-RWRI-JCO-0001,Rewari,Ambala,200062,2405:200:134:700:7:2:603:b0a,15.17.00.2631,,7,0,7,INHRRWRI01,99.99,Airspan
North,Haryana,I-HR-AMBA-OSC-0052-SMC001,Ambala,HR-AMBA-JC01-0315,I-HR-AMBA-JCO-0001,Ambala,Ambala,196800,2405:200:133:1301:7:2:603:2705,14.17.00.2631,,0,0,0,INHRAMBA01,100.00,Airspan
North,Haryana,I-HR-AMBA-OSC-0052-SMC002,Ambala,HR-AMBA-JC01-0315,I-HR-AMBA-JCO-0001,Ambala,Ambala,196801,2405:200:133:1301:7:2:603:2706,14.17.00.2607,,0,0,0,INHRAMBA01,100.00,Airspan
North,Haryana,I-HR-AMBA-OSC-0052-SMC003,Ambala,HR-AMBA-JC01-0315,I-HR-AMBA-JCO-0001,Ambala,Ambala,196802,2405:200:133:1301:7:2:603:2707,14.17.00.2631,,0,0,0,INHRAMBA01,100.00,Airspan
North,Haryana,I-HR-AMBA-OSC-0053-SMC001,Ambala,HR-AMBA-JC01-0315,I-HR-AMBA-JCO-0001,Ambala,Ambala,196901,2405:200:133:500:7:2:603:bf04,14.17.00.2631,,0,0,0,INHRAMBA01,100.00,Airspan
North,Haryana,I-HR-AMBA-OSC-0053-SMC002,Ambala,HR-AMBA-JC01-0315,I-HR-AMBA-JCO-0001,Ambala,Ambala,196902,2405:200:133:500:7:2:603:bf05,14.17.00.2631,,0,0,0,INHRAMBA01,100.00,Airspan
North,Haryana,I-HR-AMBA-OSC-0053-SMC003,Ambala,HR-AMBA-JC01-0315,I-HR-AMBA-JCO-0001,Ambala,Ambala,196903,2405:200:133:500:7:2:603:bf06,14.17.00.2631,,0,0,0,INHRAMBA01,100.00,Airspan
North,Haryana,I-HR-AMBA-OSC-0054-SMC001,Ambala,HR-AMBA-JC01-0315,I-HR-AMBA-JCO-0001,Ambala,Ambala,196892,2405:200:133:500:7:2:603:c004,14.17.00.2631,,0,0,0,INHRAMBA01,100.00,Airspan
North,Haryana,I-HR-AMBA-OSC-0054-SMC002,Ambala,HR-AMBA-JC01-0315,I-HR-AMBA-JCO-0001,Ambala,Ambala,196893,2405:200:133:500:7:2:603:c005,14.17.00.2631,,0,0,0,INHRAMBA01,100.00,Airspan
North,Haryana,I-HR-AMBA-OSC-0054-SMC003,Ambala,HR-AMBA-JC01-0315,I-HR-AMBA-JCO-0001,Ambala,Ambala,196894,2405:200:133:500:7:2:603:c006,14.17.00.2631,,0,0,0,INHRAMBA01,100.00,Airspan
North,Haryana,I-HR-AMBA-OSC-0079-SMC001,Ambala,HR-AMBA-JC01-0315,I-HR-AMBA-JCO-0001,Ambala,Ambala,197575,2405:200:133:700:7:2:603:e904,14.17.00.2631,,0,0,0,INHRAMBA01,100.00,Airspan
North,Haryana,I-HR-AMBA-OSC-0079-SMC002,Ambala,HR-AMBA-JC01-0315,I-HR-AMBA-JCO-0001,Ambala,Ambala,197576,2405:200:133:700:7:2:603:e905,14.17.00.2631,,0,0,0,INHRAMBA01,100.00,Airspan
North,Haryana,I-HR-AMBA-OSC-0079-SMC003,Ambala,HR-AMBA-JC01-0315,I-HR-AMBA-JCO-0001,Ambala,Ambala,197577,2405:200:133:700:7:2:603:e906,14.17.00.2631,,0,0,0,INHRAMBA01,100.00,Airspan
North,Haryana,I-HR-AMBA-OSC-0089-SMC001,Ambala,HR-AMBA-JC01-0315,I-HR-AMBA-JCO-0001,Ambala,Ambala,198773,2405:200:133:c00:7:2:603:e805,15.17.00.2631,,0,0,0,INHRAMBA01,100.00,Airspan
North,Haryana,I-HR-AMBA-OSC-0089-SMC002,Ambala,HR-AMBA-JC01-0315,I-HR-AMBA-JCO-0001,Ambala,Ambala,198774,2405:200:133:c00:7:2:603:e806,15.17.00.2631,,0,0,0,INHRAMBA01,100.00,Airspan
North,Haryana,I-HR-AMBA-OSC-0091-SMC001,Ambala,HR-AMBA-JC01-0315,I-HR-AMBA-JCO-0001,Ambala,Ambala,197711,2405:200:133:200:7:2:603:2404,15.17.00.2631,,0,0,0,INHRAMBA01,100.00,Airspan
North,Haryana,I-HR-AMBA-OSC-0091-SMC002,Ambala,HR-AMBA-JC01-0315,I-HR-AMBA-JCO-0001,Ambala,Ambala,197712,2405:200:133:200:7:2:603:2405,15.17.00.2631,,0,0,0,INHRAMBA01,100.00,Airspan
North,Haryana,I-HR-AMBA-OSC-0091-SMC003,Ambala,HR-AMBA-JC01-0315,I-HR-AMBA-JCO-0001,Ambala,Ambala,197713,2405:200:133:200:7:2:603:2406,15.17.00.2631,,0,0,0,INHRAMBA01,100.00,Airspan
North,Haryana,I-HR-AMBA-OSC-0093-SMC001,Ambala,HR-AMBA-JC01-0315,I-HR-AMBA-JCO-0001,Ambala,Ambala,197696,2405:200:133:800:7:2:603:5905,15.17.00.2631,,120,493,613,INHRAMBA01,99.29,Airspan
North,Haryana,I-HR-AMBA-OSC-0093-SMC002,Ambala,HR-AMBA-JC01-0315,I-HR-AMBA-JCO-0001,Ambala,Ambala,197697,2405:200:133:800:7:2:603:5906,15.17.00.2631,,41,258,299,INHRAMBA01,99.65,Airspan
North,Haryana,I-HR-AMBA-OSC-0093-SMC003,Ambala,HR-AMBA-JC01-0315,I-HR-AMBA-JCO-0001,Ambala,Ambala,197698,2405:200:133:800:7:2:603:5904,15.17.00.2631,,5,39,44,INHRAMBA01,99.95,Airspan
North,Haryana,I-HR-AMBA-OSC-0094-SMC001,Ambala,HR-AMBA-JC01-0315,I-HR-AMBA-JCO-0001,Ambala,Ambala,197705,2405:200:133:800:7:2:603:6404,15.17.00.2631,,82,0,82,INHRAMBA01,99.91,Airspan
North,Haryana,I-HR-AMBA-OSC-0095-SMC001,Ambala,HR-AMBA-JC01-0315,I-HR-AMBA-JCO-0001,Ambala,Ambala,198018,2405:200:133:500:7:2:603:eb08,15.17.00.2631,,0,0,0,INHRAMBA01,100.00,Airspan
North,Haryana,I-HR-AMBA-OSC-0095-SMC002,Ambala,HR-AMBA-JC01-0315,I-HR-AMBA-JCO-0001,Ambala,Ambala,198019,2405:200:133:500:7:2:603:eb09,15.17.00.2631,,142,0,142,INHRAMBA01,99.84,Airspan
North,Haryana,I-HR-AMBA-OSC-0101-SMC001,Ambala,HR-AMBA-JC01-0315,I-HR-AMBA-JCO-0001,Ambala,Ambala,198241,2405:200:133:600:7:2:603:a109,15.17.00.2631,,0,0,0,INHRAMBA01,100.00,Airspan
North,Haryana,I-HR-AMBA-OSC-0101-SMC002,Ambala,HR-AMBA-JC01-0315,I-HR-AMBA-JCO-0001,Ambala,Ambala,198242,2405:200:133:600:7:2:603:a10a,15.17.00.2631,,0,0,0,INHRAMBA01,100.00,Airspan
North,Haryana,I-HR-AMBL-OSC-0052-SMC001,Ambala Cantt,HR-AMBL-JC01-0330,I-HR-AMBL-JCO-0001,Ambala,Ambala,196702,2405:200:133:500:7:2:603:5a11,14.17.00.2631,,0,0,0,INHRAMBA01,100.00,Airspan
North,Haryana,I-HR-AMBL-OSC-0052-SMC002,Ambala Cantt,HR-AMBL-JC01-0330,I-HR-AMBL-JCO-0001,Ambala,Ambala,196703,2405:200:133:500:7:2:603:5a12,14.17.00.2631,,0,0,0,INHRAMBA01,100.00,Airspan
North,Haryana,I-HR-AMBL-OSC-0052-SMC003,Ambala Cantt,HR-AMBL-JC01-0330,I-HR-AMBL-JCO-0001,Ambala,Ambala,196704,2405:200:133:500:7:2:603:5a13,14.17.00.2631,,0,0,0,INHRAMBA01,100.00,Airspan
North,Haryana,I-HR-AMBL-OSC-0079-SMC001,Ambala,HR-AMBA-JC01-0315,I-HR-AMBA-JCO-0001,Ambala,Ambala,197503,2405:200:133:600:7:2:603:a104,14.17.00.2631,,0,0,0,INHRAMBA01,100.00,Airspan
North,Haryana,I-HR-AMBL-OSC-0079-SMC002,Ambala,HR-AMBA-JC01-0315,I-HR-AMBA-JCO-0001,Ambala,Ambala,197504,2405:200:133:600:7:2:603:a105,14.17.00.2631,,0,0,0,INHRAMBA01,100.00,Airspan
North,Haryana,I-HR-AMBL-OSC-0079-SMC003,Ambala,HR-AMBA-JC01-0315,I-HR-AMBA-JCO-0001,Ambala,Ambala,197505,2405:200:133:600:7:2:603:a106,14.17.00.2631,,0,0,0,INHRAMBA01,100.00,Airspan
North,Haryana,I-HR-AMBL-OSC-0088-SMC003,Ambala Cantt,HR-AMBL-JC01-0330,I-HR-AMBL-JCO-0001,Ambala,Ambala,197671,2405:200:133:300:7:2:603:8b06,15.17.00.2631,,0,0,0,INHRAMBA01,100.00,Airspan
North,Haryana,I-HR-AMBL-OSC-0094-SMC001,Ambala Cantt,HR-AMBL-JC01-0330,I-HR-AMBL-JCO-0001,Ambala,Ambala,197728,2405:200:133:800:7:2:603:7604,15.17.00.2631,,0,30,30,INHRAMBA01,99.97,Airspan
North,Haryana,I-HR-AMBL-OSC-0094-SMC002,Ambala Cantt,HR-AMBL-JC01-0330,I-HR-AMBL-JCO-0001,Ambala,Ambala,197729,2405:200:133:800:7:2:603:7605,15.17.00.2631,,0,0,0,INHRAMBA01,100.00,Airspan
North,Haryana,I-HR-AMBL-OSC-0094-SMC003,Ambala Cantt,HR-AMBL-JC01-0330,I-HR-AMBL-JCO-0001,Ambala,Ambala,197730,2405:200:133:800:7:2:603:7606,15.17.00.2631,,0,0,0,INHRAMBA01,100.00,Airspan
North,Haryana,I-HR-AMBL-OSC-0111-SMC001,Ambala Cantt,HR-AMBL-JC01-0330,I-HR-AMBL-JCO-0001,Ambala,Ambala,198997,2405:200:133:a00:7:2:603:3007,15.17.00.2631,,47,0,47,INHRAMBA01,99.95,Airspan
North,Haryana,I-HR-AMBL-OSC-0111-SMC002,Ambala Cantt,HR-AMBL-JC01-0330,I-HR-AMBL-JCO-0001,Ambala,Ambala,198998,2405:200:133:a00:7:2:603:3008,15.17.00.2631,,0,0,0,INHRAMBA01,100.00,Airspan
North,Haryana,I-HR-AMBL-OSC-0114-SMC002,Ambala Cantt,HR-AMBL-JC01-0330,I-HR-AMBL-JCO-0001,Ambala,Ambala,197753,2405:200:133:1200:7:2:603:d209,15.17.00.2631,,0,0,0,INHRAMBA01,100.00,Airspan
North,Haryana,I-HR-AMBL-OSC-0114-SMC003,Ambala Cantt,HR-AMBL-JC01-0330,I-HR-AMBL-JCO-0001,Ambala,Ambala,197754,2405:200:133:1200:7:2:603:d20a,15.17.00.2631,,0,0,0,INHRAMBA01,100.00,Airspan
North,Haryana,I-HR-AMBL-OSC-0121-SMC001,Ambala Cantt,HR-AMBL-JC01-0330,I-HR-AMBL-JCO-0001,Ambala,Ambala,197655,2405:200:133:800:7:2:603:5304,14.17.00.2631,,836,2022,2858,INHRAMBA01,96.69,Airspan
North,Haryana,I-HR-ANDH-OSC-0014-SMC001,Dopedi (93),HR-GHDA-JC01-0307,I-HR-GHDA-JCO-0001,Karnal,Ambala,199649,2405:200:133:1000:7:2:603:6505,15.17.00.2631,,0,0,0,INHRKRLL01,100.00,Airspan
North,Haryana,I-HR-ANDH-OSC-0014-SMC002,Dopedi (93),HR-GHDA-JC01-0307,I-HR-GHDA-JCO-0001,Karnal,Ambala,199650,2405:200:133:1000:7:2:603:6506,15.17.00.2631,,0,0,0,INHRKRLL01,100.00,Airspan
North,Haryana,I-HR-ANDH-OSC-0016-SMC001,Assandh,HR-GHDA-JC01-0307,I-HR-GHDA-JCO-0001,Karnal,Ambala,198315,2405:200:133:a00:7:2:603:df05,15.17.00.2631,,1275,0,1275,INHRKRLL01,98.52,Airspan
North,Haryana,I-HR-ANDH-OSC-0016-SMC002,Assandh,HR-GHDA-JC01-0307,I-HR-GHDA-JCO-0001,Karnal,Ambala,198316,2405:200:133:a00:7:2:603:df06,15.17.00.2631,,1310,0,1310,INHRKRLL01,98.48,Airspan
North,Haryana,I-HR-ANDH-OSC-0017-SMC001,Ardana (64),HR-GHDA-JC01-0307,I-HR-GHDA-JCO-0001,Karnal,Ambala,198541,2405:200:133:b00:7:2:603:eb05,15.17.00.2631,,0,0,0,INHRKRLL01,100.00,Airspan
North,Haryana,I-HR-ANDH-OSC-0017-SMC002,Ardana (64),HR-GHDA-JC01-0307,I-HR-GHDA-JCO-0001,Karnal,Ambala,198542,2405:200:133:b00:7:2:603:eb06,15.17.00.2631,,0,0,0,INHRKRLL01,100.00,Airspan
North,Haryana,I-HR-ATLE-OSC-0010-SMC001,Khor (Part)(2),HR-NRNL-JC01-0312,I-HR-NRNL-JCO-0001,Rewari,Ambala,198893,2405:200:134:a00:7:2:603:2808,15.17.00.2631,,0,0,0,INHRRWRI01,100.00,Airspan
North,Haryana,I-HR-ATLE-OSC-0010-SMC002,Khor (Part)(2),HR-NRNL-JC01-0312,I-HR-NRNL-JCO-0001,Rewari,Ambala,198894,2405:200:134:a00:7:2:603:2809,15.17.00.2631,,213,0,213,INHRRWRI01,99.75,Airspan
North,Haryana,I-HR-ATLE-OSC-0012-SMC001,Bhilwara(11),HR-NRNL-JC01-0312,I-HR-NRNL-JCO-0001,Rewari,Ambala,199825,2405:200:134:f00:7:2:603:6805,15.17.00.2631,,0,0,0,INHRRWRI01,100.00,Airspan
North,Haryana,I-HR-ATLE-OSC-0012-SMC002,Bhilwara(11),HR-NRNL-JC01-0312,I-HR-NRNL-JCO-0001,Rewari,Ambala,199826,2405:200:134:f00:7:2:603:6806,15.17.00.2631,,0,0,0,INHRRWRI01,100.00,Airspan
North,Haryana,I-HR-ATLE-OSC-0013-SMC001,Rata Kalan(43),HR-NRNL-JC01-0312,I-HR-NRNL-JCO-0001,Rewari,Ambala,199835,2405:200:134:f00:7:2:603:8205,15.17.00.2631,,269,769,1038,INHRRWRI01,98.80,Airspan
North,Haryana,I-HR-ATLE-OSC-0013-SMC002,Rata Kalan(43),HR-NRNL-JC01-0312,I-HR-NRNL-JCO-0001,Rewari,Ambala,199836,2405:200:134:f00:7:2:603:8206,15.17.00.2631,,218,488,706,INHRRWRI01,99.18,Airspan
North,Haryana,I-HR-BADC-OSC-0008-SMC001,Daryapur(73),HR-BDGH-JC01-0326,I-HR-BDGH-JCO-0001,Rohtak,Ambala,198989,2405:200:133:d00:7:2:603:6f05,15.17.00.2631,,0,0,0,INHRRHTK01,100.00,Airspan
North,Haryana,I-HR-BADC-OSC-0008-SMC002,Daryapur(73),HR-BDGH-JC01-0326,I-HR-BDGH-JCO-0001,Rohtak,Ambala,198990,2405:200:133:d00:7:2:603:6f06,15.17.00.2631,,0,0,0,INHRRHTK01,100.00,Airspan
North,Haryana,I-HR-BADC-OSC-0009-SMC001,Badli(72),HR-BDGH-JC01-0326,I-HR-BDGH-JCO-0001,Rohtak,Ambala,199867,2405:200:133:200:7:2:603:5406,15.17.00.2631,,0,46,46,INHRRHTK01,99.95,Airspan
North,Haryana,I-HR-BADC-OSC-0009-SMC002,Badli(72),HR-BDGH-JC01-0326,I-HR-BDGH-JCO-0001,Rohtak,Ambala,199868,2405:200:133:200:7:2:603:5407,15.17.00.2631,,0,0,0,INHRRHTK01,100.00,Airspan
North,Haryana,I-HR-BADC-OSC-0010-SMC001,Badli(72),HR-BDGH-JC01-0326,I-HR-BDGH-JCO-0001,Rohtak,Ambala,199929,2405:200:133:200:7:2:603:5408,15.17.00.2631,,0,0,0,INHRRHTK01,100.00,Airspan
North,Haryana,I-HR-BADC-OSC-0010-SMC002,Badli(72),HR-BDGH-JC01-0326,I-HR-BDGH-JCO-0001,Rohtak,Ambala,199930,2405:200:133:200:7:2:603:5409,15.17.00.2631,,0,0,0,INHRRHTK01,100.00,Airspan
North,Haryana,I-HR-BADY-OSC-0001-SMC001,Badhawar(19),HR-BAWL-JC01-0304,I-HR-BAWL-JCO-0001,Hissar,Ambala,197785,2405:200:110:3800:7:2:603:db05,15.17.00.2631,,0,4,4,INHRHISR01,100.00,Airspan
North,Haryana,I-HR-BADY-OSC-0001-SMC002,Badhawar(19),HR-BAWL-JC01-0304,I-HR-BAWL-JCO-0001,Hissar,Ambala,197786,2405:200:110:3800:7:2:603:db06,15.17.00.2631,,0,4,4,INHRHISR01,100.00,Airspan
North,Haryana,I-HR-BADY-OSC-0001-SMC003,Badhawar(19),HR-BAWL-JC01-0304,I-HR-BAWL-JCO-0001,Hissar,Ambala,197787,2405:200:110:3800:7:2:603:db07,15.17.00.2631,,0,2,2,INHRHISR01,100.00,Airspan
North,Haryana,I-HR-BAGH-OSC-0009-SMC001,Bahalgarh,HR-SNPT-JC01-0319,I-HR-SNPT-JCO-0001,Panipat,Ambala,199027,2405:200:133:d00:7:2:603:ac05,15.17.00.2664,,100,0,100,INHRPNPT01,99.88,Airspan
North,Haryana,I-HR-BAGH-OSC-0009-SMC002,Bahalgarh,HR-SNPT-JC01-0319,I-HR-SNPT-JCO-0001,Panipat,Ambala,199028,2405:200:133:d00:7:2:603:ac06,15.17.00.2631,,97,0,97,INHRPNPT01,99.89,Airspan
North,Haryana,I-HR-BAGH-OSC-0011-SMC001,Bahalgarh,HR-SNPT-JC01-0319,I-HR-SNPT-JCO-0001,Panipat,Ambala,199815,2405:200:133:1100:7:2:603:9605,15.17.00.2631,,0,0,0,INHRPNPT01,100.00,Airspan
North,Haryana,I-HR-BAGH-OSC-0011-SMC002,Bahalgarh,HR-SNPT-JC01-0319,I-HR-SNPT-JCO-0001,Panipat,Ambala,199816,2405:200:133:1100:7:2:603:9606,15.17.00.2631,,0,0,0,INHRPNPT01,100.00,Airspan
North,Haryana,I-HR-BAGH-OSC-0012-SMC001,Bahalgarh,HR-SNPT-JC01-0319,I-HR-SNPT-JCO-0001,Panipat,Ambala,199865,2405:200:133:1100:7:2:603:c605,15.17.00.2631,,0,0,0,INHRPNPT01,100.00,Airspan
North,Haryana,I-HR-BAGH-OSC-0012-SMC002,Bahalgarh,HR-SNPT-JC01-0319,I-HR-SNPT-JCO-0001,Panipat,Ambala,199866,2405:200:133:1100:7:2:603:c606,15.17.00.2631,,0,0,0,INHRPNPT01,100.00,Airspan
North,Haryana,I-HR-BAGH-OSC-0013-SMC001,Bahalgarh,HR-SNPT-JC01-0319,I-HR-SNPT-JCO-0001,Panipat,Ambala,199895,2405:200:133:1100:7:2:603:e305,15.17.00.2631,,0,0,0,INHRPNPT01,100.00,Airspan
North,Haryana,I-HR-BAGH-OSC-0013-SMC002,Bahalgarh,HR-SNPT-JC01-0319,I-HR-SNPT-JCO-0001,Panipat,Ambala,199896,2405:200:133:1100:7:2:603:e306,15.17.00.2631,,0,0,0,INHRPNPT01,100.00,Airspan
North,Haryana,I-HR-BAHW-OSC-0006-SMC001,Bahora Kalan(134),HR-SOHN-JC01-0309,I-HR-SOHN-JCO-0001,Rewari,Ambala,199855,2405:200:134:500:7:2:603:be08,15.17.00.2631,,0,0,0,INHRRWRI01,100.00,Airspan
North,Haryana,I-HR-BAHW-OSC-0006-SMC002,Bahora Kalan(134),HR-SOHN-JC01-0309,I-HR-SOHN-JCO-0001,Rewari,Ambala,199856,2405:200:134:500:7:2:603:be09,15.17.00.2631,,0,0,0,INHRRWRI01,100.00,Airspan
North,Haryana,I-HR-BAJC-OSC-0001-SMC002,Bahri (65),HR-GHDA-JC01-0307,I-HR-GHDA-JCO-0001,Karnal,Ambala,198166,2405:200:133:a00:7:2:603:4d06,15.17.00.2631,,617,1210,1827,INHRKRLL01,97.89,Airspan
North,Haryana,I-HR-BAPF-OSC-0002-SMC001,Baliali (44),HR-BHWN-JC01-0302,I-HR-BHWN-JCO-0001,Rohtak,Ambala,199366,2405:200:110:3900:7:2:603:7506,15.17.00.2631,,0,0,0,INHRRHTK01,100.00,Airspan
North,Haryana,I-HR-BAPF-OSC-0002-SMC002,Baliali (44),HR-BHWN-JC01-0302,I-HR-BHWN-JCO-0001,Rohtak,Ambala,199367,2405:200:110:3900:7:2:603:7507,15.17.00.2631,,0,0,0,INHRRHTK01,100.00,Airspan
North,Haryana,I-HR-BAPH-OSC-0002-SMC001,Baliana(58),HR-RHTK-JC01-0329,I-HR-RHTK-JCO-0001,Rohtak,Ambala,198701,2405:200:133:c00:7:2:603:a405,15.17.00.2631,,0,0,0,INHRRHTK01,100.00,Airspan
North,Haryana,I-HR-BAPH-OSC-0002-SMC002,Baliana(58),HR-RHTK-JC01-0329,I-HR-RHTK-JCO-0001,Rohtak,Ambala,198702,2405:200:133:c00:7:2:603:a406,15.17.00.2631,,0,0,0,INHRRHTK01,100.00,Airspan
North,Haryana,I-HR-BAPS-OSC-0006-SMC001,Mor Majra (31),HR-GHDA-JC01-0307,I-HR-GHDA-JCO-0001,Karnal,Ambala,199275,2405:200:133:e00:7:2:603:9305,15.17.00.2631,,0,0,0,INHRKRLL01,100.00,Airspan
North,Haryana,I-HR-BAPS-OSC-0006-SMC002,Mor Majra (31),HR-GHDA-JC01-0307,I-HR-GHDA-JCO-0001,Karnal,Ambala,199276,2405:200:133:e00:7:2:603:9306,15.17.00.2631,,0,0,0,INHRKRLL01,100.00,Airspan
North,Haryana,I-HR-BAQH-OSC-0005-SMC001,Balsmand(22),HR-HISR-JC01-0321,I-HR-HISR-JCO-0001,Hissar,Ambala,199420,2405:200:110:3c00:7:2:603:d108,15.17.00.2631,,0,0,0,INHRHISR01,100.00,Airspan
North,Haryana,I-HR-BAQH-OSC-0005-SMC002,Balsmand(22),HR-HISR-JC01-0321,I-HR-HISR-JCO-0001,Hissar,Ambala,199421,2405:200:110:3c00:7:2:603:d109,15.17.00.2631,,0,0,0,INHRHISR01,100.00,Airspan
North,Haryana,I-HR-BAWL-OSC-0027-SMC001,Badon Pati Doyan (68),HR-HISR-JC01-0321,I-HR-HISR-JCO-0001,Hissar,Ambala,198791,2405:200:110:4000:7:2:603:1805,15.17.00.2631,,0,5,5,INHRHISR01,99.99,Airspan
North,Haryana,I-HR-BAWL-OSC-0027-SMC002,Badon Pati Doyan (68),HR-HISR-JC01-0321,I-HR-HISR-JCO-0001,Hissar,Ambala,198792,2405:200:110:4000:7:2:603:1806,15.17.00.2631,,0,0,0,INHRHISR01,100.00,Airspan
North,Haryana,I-HR-BAXE-OSC-0009-SMC001,Jalmana (55),HR-SMKH-JC01-0295,I-HR-SMKH-JCO-0001,Panipat,Ambala,198963,2405:200:133:d00:7:2:603:8205,15.17.00.2631,,610,768,1378,INHRPNPT01,98.41,Airspan
North,Haryana,I-HR-BAXE-OSC-0009-SMC002,Jalmana (55),HR-SMKH-JC01-0295,I-HR-SMKH-JCO-0001,Panipat,Ambala,198964,2405:200:133:d00:7:2:603:8206,15.17.00.2631,,738,1114,1852,INHRPNPT01,97.86,Airspan
North,Haryana,I-HR-BCEU-OSC-0004-SMC001,Bari (4),HR-GNUR-JC01-0300,I-HR-GNUR-JCO-0001,Panipat,Ambala,197626,2405:200:133:a00:7:2:603:3306,15.17.00.2631,,5986,0,5986,INHRPNPT01,93.07,Airspan
North,Haryana,I-HR-BCEU-OSC-0004-SMC002,Bari (4),HR-GNUR-JC01-0300,I-HR-GNUR-JCO-0001,Panipat,Ambala,197627,2405:200:133:a00:7:2:603:3307,15.17.00.2631,,5771,0,5771,INHRPNPT01,93.32,Airspan
North,Haryana,I-HR-BCEU-OSC-0004-SMC003,Bari (4),HR-GNUR-JC01-0300,I-HR-GNUR-JCO-0001,Panipat,Ambala,197628,2405:200:133:a00:7:2:603:3308,15.17.00.2631,,5821,0,5821,INHRPNPT01,93.26,Airspan
North,Haryana,I-HR-BCEU-OSC-0005-SMC001,Bari (4),HR-GNUR-JC01-0300,I-HR-GNUR-JCO-0001,Panipat,Ambala,197644,2405:200:133:800:7:2:603:4504,15.17.00.2631,,9363,0,9363,INHRPNPT01,89.16,Airspan
North,Haryana,I-HR-BCEU-OSC-0005-SMC002,Bari (4),HR-GNUR-JC01-0300,I-HR-GNUR-JCO-0001,Panipat,Ambala,197645,2405:200:133:800:7:2:603:4505,15.17.00.2631,,8394,0,8394,INHRPNPT01,90.28,Airspan
North,Haryana,I-HR-BCEU-OSC-0005-SMC003,Bari (4),HR-GNUR-JC01-0300,I-HR-GNUR-JCO-0001,Panipat,Ambala,197646,2405:200:133:800:7:2:603:4506,15.17.00.2631,,8466,0,8466,INHRPNPT01,90.20,Airspan
North,Haryana,I-HR-BCGK-OSC-0002-SMC001,Baroda Mor (12),HR-GHAN-JC01-0316,I-HR-GHAN-JCO-0001,Panipat,Ambala,198291,2405:200:133:a00:7:2:603:de05,15.17.00.2631,,0,0,0,INHRPNPT01,100.00,Airspan
North,Haryana,I-HR-BCGK-OSC-0002-SMC002,Baroda Mor (12),HR-GHAN-JC01-0316,I-HR-GHAN-JCO-0001,Panipat,Ambala,198292,2405:200:133:a00:7:2:603:de06,15.17.00.2631,,0,0,0,INHRPNPT01,100.00,Airspan
North,Haryana,I-HR-BCJD-OSC-0004-SMC001,Mauli (16),HR-KLKA-JC01-0297,I-HR-KLKA-JCO-0001,Ambala,Ambala,198197,2405:200:133:a00:7:2:603:6d05,15.17.00.2631,,0,0,0,INHRAMBA01,100.00,Airspan
North,Haryana,I-HR-BCJD-OSC-0004-SMC002,Mauli (16),HR-KLKA-JC01-0297,I-HR-KLKA-JCO-0001,Ambala,Ambala,198198,2405:200:133:a00:7:2:603:6d06,15.17.00.2631,,0,0,0,INHRAMBA01,100.00,Airspan
North,Haryana,I-HR-BCJD-OSC-0006-SMC001,Kakrali (22),HR-KLKA-JC01-0297,I-HR-KLKA-JCO-0001,Ambala,Ambala,199554,2405:200:133:1000:7:2:603:105,15.17.00.2631,,150,351,501,INHRAMBA01,99.42,Airspan
North,Haryana,I-HR-BCJD-OSC-0006-SMC002,Kakrali (22),HR-KLKA-JC01-0297,I-HR-KLKA-JCO-0001,Ambala,Ambala,199555,2405:200:133:1000:7:2:603:106,15.17.00.2631,,45,232,277,INHRAMBA01,99.68,Airspan
North,Haryana,I-HR-BCJD-OSC-0011-SMC001,Bataur (247),HR-KLKA-JC01-0297,I-HR-KLKA-JCO-0001,Ambala,Ambala,200051,2405:200:133:800:7:2:603:9909,15.17.00.2631,,1073,0,1073,INHRAMBA01,98.76,Airspan
North,Haryana,I-HR-BCJD-OSC-0011-SMC002,Bataur (247),HR-KLKA-JC01-0297,I-HR-KLKA-JCO-0001,Ambala,Ambala,200052,2405:200:133:800:7:2:603:990a,15.17.00.2631,,0,0,0,INHRAMBA01,100.00,Airspan
